Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n_Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,ID,Year_Birth,Dt_Customer
18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,61,2707,0,1,0,0,0,0,0,1,0,0,41,22,0,10826,1959,2012-12-28 00:00:00.0000000
22123,0,0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,3,11,0,60,2253,0,0,0,0,1,0,1,0,0,0,71,40,0,954,1960,2014-03-27 00:00:00.0000000
26095,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,30,2523,0,0,1,0,0,0,0,1,0,0,31,20,0,10203,1990,2013-06-30 00:00:00.0000000
28087,1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,3,11,0,62,2724,0,0,0,1,0,0,0,1,0,0,91,70,0,7998,1958,2012-12-11 00:00:00.0000000
29819,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,3,11,0,49,2407,1,0,0,0,0,0,0,1,0,0,37,35,0,2337,1971,2013-10-24 00:00:00.0000000
31859,1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,44,2539,1,0,0,0,0,0,0,1,0,0,15,10,0,4037,1976,2013-06-14 00:00:00.0000000
34961,1,0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,3,11,0,47,2169,0,1,0,0,0,0,0,1,0,0,78,77,0,5287,1973,2014-06-19 00:00:00.0000000
35544,1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,3,11,0,42,2272,0,0,1,0,0,0,0,0,1,0,63,59,0,1834,1978,2014-03-08 00:00:00.0000000
40800,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,56,2703,0,1,0,0,0,0,0,1,0,0,89,79,0,10637,1964,2013-01-01 00:00:00.0000000
43776,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,37,2216,0,0,0,1,0,0,0,1,0,0,20,17,0,5577,1983,2014-05-03 00:00:00.0000000
49618,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,54,2678,0,0,0,1,0,0,0,0,1,0,115,101,0,1177,1966,2013-01-26 00:00:00.0000000
52074,0,1,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,53,2245,0,0,1,0,0,0,0,1,0,0,71,23,1,641,1967,2014-04-04 00:00:00.0000000
58308,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,56,2692,0,0,1,0,0,0,0,0,1,0,770,640,0,9426,1964,2013-01-12 00:00:00.0000000
58710,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,50,2614,1,0,0,0,0,0,0,1,0,0,1011,837,0,10159,1970,2013-03-31 00:00:00.0000000
59060,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,31,2328,0,1,0,0,0,1,0,0,0,0,262,250,0,8789,1989,2014-01-11 00:00:00.0000000
64892,0,1,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,3,11,0,44,2190,1,0,0,0,0,0,0,1,0,0,837,772,0,6457,1976,2014-05-29 00:00:00.0000000
65665,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,44,2368,0,1,0,0,0,0,0,1,0,0,916,887,0,10584,1976,2013-12-02 00:00:00.0000000
65706,0,0,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,0,3,11,1,50,2525,1,0,0,0,0,1,0,0,0,0,1070,941,3,3968,1970,2013-06-28 00:00:00.0000000
75702,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,53,2828,0,0,0,1,0,0,0,1,0,0,1118,1088,0,10992,1967,2012-08-29 00:00:00.0000000
81217,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,31,2504,0,0,1,0,0,0,0,1,0,0,1073,989,0,6071,1989,2013-07-19 00:00:00.0000000
93027,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,79,2601,0,1,0,0,0,0,0,0,0,1,2098,2077,1,6932,1941,2013-04-13 00:00:00.0000000
27116,1,1,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,59,2278,0,1,0,0,0,0,0,1,0,0,38,35,0,11092,1961,2014-03-02 00:00:00.0000000
28718,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,3,11,0,38,2510,0,1,0,0,0,0,0,1,0,0,41,25,0,6460,1982,2013-07-13 00:00:00.0000000
32889,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0,52,2455,0,0,0,1,0,0,0,0,1,0,47,39,0,4227,1968,2013-09-06 00:00:00.0000000
32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,49,2194,0,0,0,1,0,0,0,0,0,1,44,42,0,10536,1971,2014-05-25 00:00:00.0000000
33462,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,0,41,2485,1,0,0,0,0,0,0,0,1,0,43,32,0,6634,1979,2013-08-07 00:00:00.0000000
36627,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,45,2500,1,0,0,0,0,0,0,1,0,0,15,14,0,8916,1975,2013-07-23 00:00:00.0000000
40464,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,67,2693,0,0,1,0,0,0,0,1,0,0,589,548,0,2607,1953,2013-01-11 00:00:00.0000000
46107,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,3,11,0,31,2298,0,0,1,0,0,0,0,1,0,0,92,59,0,538,1989,2014-02-10 00:00:00.0000000
54466,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,47,2299,0,0,1,0,0,0,0,0,0,1,16,16,0,10022,1973,2014-02-09 00:00:00.0000000
59686,0,1,78,89,15,89,34,42,5,1,4,1,6,4,0,0,0,0,0,0,3,11,0,55,2314,0,0,1,0,0,0,0,1,0,0,269,264,0,10157,1965,2014-01-25 00:00:00.0000000
60230,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,3,11,0,64,2564,0,0,1,0,0,0,0,1,0,0,1027,987,0,10091,1956,2013-05-20 00:00:00.0000000
63381,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,60,2791,0,0,0,1,0,0,0,1,0,0,846,687,0,6202,1960,2012-10-05 00:00:00.0000000
64857,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,64,2742,0,0,1,0,0,0,0,0,1,0,1497,1454,0,217,1956,2012-11-23 00:00:00.0000000
66664,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,38,2801,0,0,0,1,0,1,0,0,0,0,1257,1225,0,10648,1982,2012-09-25 00:00:00.0000000
74918,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,51,2633,0,0,0,1,0,0,0,1,0,0,1988,1929,1,697,1969,2013-03-12 00:00:00.0000000
76045,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,60,2385,0,0,1,0,0,0,0,0,0,1,1323,1323,1,146,1960,2013-11-15 00:00:00.0000000
77981,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,48,2558,0,1,0,0,0,0,0,1,0,0,604,544,0,5883,1972,2013-05-26 00:00:00.0000000
82460,0,0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,3,11,0,70,2368,1,0,0,0,0,0,0,1,0,0,959,944,0,3503,1950,2013-12-02 00:00:00.0000000
83829,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,45,2423,1,0,0,0,0,0,0,1,0,0,1835,1808,3,5538,1975,2013-10-08 00:00:00.0000000
86358,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,54,2849,0,0,1,0,0,0,0,1,0,0,1627,1532,0,6749,1966,2012-08-08 00:00:00.0000000
89120,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,61,2263,0,0,0,1,0,0,0,0,1,0,1869,1814,1,6036,1959,2014-03-17 00:00:00.0000000
17345,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,3,11,0,42,2762,0,1,0,0,0,0,0,1,0,0,46,34,0,4240,1978,2012-11-03 00:00:00.0000000
24072,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,37,2598,0,0,1,0,0,0,0,1,0,0,19,15,0,2861,1983,2013-04-16 00:00:00.0000000
25176,1,1,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,44,2482,0,0,0,1,0,1,0,0,0,0,8,3,0,10067,1976,2013-08-10 00:00:00.0000000
31086,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,3,11,0,41,2580,0,1,0,0,0,1,0,0,0,0,32,16,1,922,1979,2013-05-04 00:00:00.0000000
41443,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,43,2248,0,1,0,0,0,0,0,1,0,0,393,304,0,1584,1977,2014-04-01 00:00:00.0000000
43020,1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,3,11,0,50,2370,0,0,1,0,0,0,0,1,0,0,180,137,0,5474,1970,2013-11-30 00:00:00.0000000
48767,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,70,2338,0,0,1,0,0,0,0,0,0,1,53,43,0,5237,1950,2014-01-01 00:00:00.0000000
49980,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,3,11,0,57,2408,0,0,1,0,0,0,0,1,0,0,181,167,0,2895,1963,2013-10-23 00:00:00.0000000
51124,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,65,2352,0,0,1,0,0,0,0,0,1,0,39,35,0,2461,1955,2013-12-18 00:00:00.0000000
54178,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,53,2318,0,0,0,1,0,0,0,1,0,0,187,180,0,771,1967,2014-01-21 00:00:00.0000000
57072,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,3,11,0,59,2315,0,1,0,0,0,0,0,0,0,1,1004,974,1,9559,1961,2014-01-24 00:00:00.0000000
72190,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,55,2660,0,1,0,0,0,0,0,1,0,0,1698,1449,0,10936,1965,2013-02-13 00:00:00.0000000
72906,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,65,2444,0,0,1,0,0,0,0,1,0,0,1097,1043,0,7972,1955,2013-09-17 00:00:00.0000000
75154,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,1,62,2822,0,0,1,0,0,0,0,0,1,0,1061,979,0,2674,1958,2012-09-04 00:00:00.0000000
76773,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,66,2648,1,0,0,0,0,0,0,1,0,0,1140,1124,0,375,1954,2013-02-25 00:00:00.0000000
83837,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,3,11,1,72,2719,0,1,0,0,0,0,0,0,0,1,1207,1096,2,10314,1948,2012-12-16 00:00:00.0000000
96876,0,0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,3,11,1,43,2486,0,0,0,1,0,0,0,1,0,0,1920,1899,3,500,1977,2013-08-06 00:00:00.0000000
15716,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,3,11,0,32,2753,0,1,0,0,0,1,0,0,0,0,66,40,0,10995,1988,2012-11-12 00:00:00.0000000
19444,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,3,11,1,38,2286,0,0,0,1,0,0,0,1,0,0,44,34,0,9986,1982,2014-02-22 00:00:00.0000000
30467,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,48,2261,0,1,0,0,0,0,0,1,0,0,19,14,0,4290,1972,2014-03-19 00:00:00.0000000
34600,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,49,2703,0,0,0,1,0,0,0,1,0,0,303,288,0,2452,1971,2013-01-01 00:00:00.0000000
35523,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,39,2428,0,1,0,0,0,1,0,0,0,0,55,44,0,10270,1981,2013-10-03 00:00:00.0000000
46610,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,68,2767,1,0,0,0,0,0,0,0,0,1,259,216,0,7373,1952,2012-10-29 00:00:00.0000000
47958,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,3,11,0,68,2685,0,0,1,0,0,0,0,1,0,0,385,363,0,1497,1952,2013-01-19 00:00:00.0000000
48686,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,67,2366,0,1,0,0,0,0,0,1,0,0,19,18,0,7284,1953,2013-12-04 00:00:00.0000000
48752,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,51,2723,0,1,0,0,0,0,0,1,0,0,316,316,0,5621,1969,2012-12-12 00:00:00.0000000
54386,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,39,2567,0,1,0,0,0,0,0,1,0,0,445,420,0,10669,1981,2013-05-17 00:00:00.0000000
54549,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,3,11,0,68,2277,0,1,0,0,0,0,0,0,0,1,224,215,0,7408,1952,2014-03-03 00:00:00.0000000
60554,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,3,11,0,45,2483,1,0,0,0,0,0,0,0,0,1,796,781,0,760,1975,2013-08-09 00:00:00.0000000
61559,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,55,2506,0,0,1,0,0,0,0,1,0,0,496,462,0,232,1965,2013-07-17 00:00:00.0000000
64090,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,3,11,1,64,2485,0,0,0,1,0,0,0,1,0,0,662,527,0,5519,1956,2013-08-07 00:00:00.0000000
64108,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,67,2622,0,0,1,0,0,0,0,0,0,1,1078,1057,0,5682,1953,2013-03-23 00:00:00.0000000
67680,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,69,2542,0,0,0,0,1,0,0,0,0,1,600,594,0,6518,1951,2013-06-11 00:00:00.0000000
67716,0,1,8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,3,11,0,60,2694,0,1,0,0,0,0,0,1,0,0,960,904,1,9723,1960,2013-01-10 00:00:00.0000000
69245,0,1,8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,3,11,0,64,2315,0,0,0,1,0,0,0,0,1,0,782,721,0,8235,1956,2014-01-24 00:00:00.0000000
69702,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,3,11,0,69,2654,0,0,0,1,0,0,0,0,0,1,982,925,0,1570,1951,2013-02-19 00:00:00.0000000
71670,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,3,11,1,58,2514,0,0,0,0,1,0,0,0,0,1,1606,1446,3,3009,1962,2013-07-09 00:00:00.0000000
72968,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,3,11,1,57,2354,1,0,0,0,0,0,0,0,0,1,1903,1848,1,10949,1963,2013-12-16 00:00:00.0000000
73687,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,30,2372,0,1,0,0,0,0,0,1,0,0,1446,1265,1,9529,1990,2013-11-28 00:00:00.0000000
74985,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0,43,2815,0,1,0,0,0,0,0,1,0,0,1783,1697,0,5331,1977,2012-09-11 00:00:00.0000000
82716,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,3,11,0,76,2395,0,0,1,0,0,0,0,0,0,1,1145,1123,0,9930,1944,2013-11-05 00:00:00.0000000
17148,1,0,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,3,11,0,44,2311,0,1,0,0,0,0,0,1,0,0,52,36,0,9481,1976,2014-01-28 00:00:00.0000000
19485,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,34,2437,0,0,1,0,0,0,0,0,1,0,10,10,0,4259,1986,2013-09-24 00:00:00.0000000
21840,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0,37,2502,0,0,0,1,0,0,0,0,0,1,26,25,0,2549,1983,2013-07-21 00:00:00.0000000
23910,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,51,2770,1,0,0,0,0,0,0,1,0,0,54,41,0,5252,1969,2012-10-26 00:00:00.0000000
27922,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,3,11,0,41,2209,0,0,0,1,0,0,0,0,0,1,30,19,0,7574,1979,2014-05-10 00:00:00.0000000
28249,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,59,2173,0,1,0,0,0,0,1,0,0,0,33,23,0,8312,1961,2014-06-15 00:00:00.0000000
31395,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,64,2622,1,0,0,0,0,1,0,0,0,0,57,50,0,2488,1956,2013-03-23 00:00:00.0000000
35893,1,1,80,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,3,11,0,52,2781,0,0,1,0,0,0,0,1,0,0,181,163,0,5959,1968,2012-10-15 00:00:00.0000000
36273,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,43,2233,0,0,1,0,0,0,0,0,1,0,67,58,0,2952,1977,2014-04-16 00:00:00.0000000
37150,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,3,11,0,49,2815,0,1,0,0,0,0,0,1,0,0,351,235,0,4095,1971,2012-09-11 00:00:00.0000000
38683,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,3,11,0,31,2792,0,0,0,1,0,1,0,0,0,0,275,209,0,4271,1989,2012-10-04 00:00:00.0000000
41120,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,52,2394,0,1,0,0,0,0,0,1,0,0,57,33,0,3798,1968,2013-11-06 00:00:00.0000000
41473,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,3,11,0,35,2534,0,0,1,0,0,1,0,0,0,0,67,58,0,6437,1985,2013-06-19 00:00:00.0000000
45057,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,3,11,0,41,2369,0,1,0,0,0,0,0,0,1,0,47,44,0,5454,1979,2013-12-01 00:00:00.0000000
45903,0,1,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,3,11,0,54,2226,0,0,0,1,0,0,0,0,1,0,63,60,0,5223,1966,2014-04-23 00:00:00.0000000
47682,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,45,2658,0,0,0,0,1,1,0,0,0,0,460,399,0,702,1975,2013-02-15 00:00:00.0000000
58086,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,51,2684,1,0,0,0,0,0,0,0,0,1,777,762,0,9710,1969,2013-01-20 00:00:00.0000000
61064,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,3,11,0,44,2826,0,1,0,0,0,0,0,1,0,0,900,720,0,8852,1976,2012-08-31 00:00:00.0000000
66476,0,1,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,3,11,0,51,2366,0,0,0,1,0,0,0,0,1,0,956,899,0,9907,1969,2013-12-04 00:00:00.0000000
66565,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,58,2730,0,0,1,0,0,0,0,1,0,0,1023,981,0,9120,1962,2012-12-05 00:00:00.0000000
68117,0,1,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,3,11,1,73,2635,0,0,0,0,1,0,0,0,0,1,894,858,1,3945,1947,2013-03-10 00:00:00.0000000
69661,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,40,2206,0,1,0,0,0,0,0,0,1,0,826,818,0,6999,1980,2014-05-13 00:00:00.0000000
70777,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0,52,2283,0,1,0,0,0,0,0,0,1,0,709,631,0,7683,1968,2014-02-25 00:00:00.0000000
71128,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,3,11,0,47,2790,1,0,0,0,0,0,0,1,0,0,1584,1553,0,7441,1973,2012-10-06 00:00:00.0000000
83151,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,48,2663,0,1,0,0,0,0,0,0,1,0,2136,1926,3,9010,1972,2013-02-10 00:00:00.0000000
84460,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,62,2700,0,0,0,1,0,0,0,0,0,1,442,361,4,1509,1958,2013-01-04 00:00:00.0000000
14421,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,24,2291,0,1,0,0,0,0,1,0,0,0,8,0,1,193,1996,2014-02-17 00:00:00.0000000
21955,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,34,2454,0,1,0,0,0,1,0,0,0,0,44,33,0,4328,1986,2013-09-07 00:00:00.0000000
33438,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,62,2439,0,0,0,0,1,0,0,0,0,1,84,78,0,2740,1958,2013-09-22 00:00:00.0000000
34350,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41,2412,0,0,0,1,0,0,0,1,0,0,37,26,0,1655,1979,2013-10-19 00:00:00.0000000
34421,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,46,2522,0,1,0,0,0,0,0,1,0,0,21,12,0,8372,1974,2013-07-01 00:00:00.0000000
46854,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,47,2249,0,0,1,0,0,0,0,0,0,1,184,105,1,3182,1973,2014-03-31 00:00:00.0000000
47175,1,1,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,0,3,11,1,58,2768,0,0,0,1,0,0,0,0,1,0,221,202,1,955,1962,2012-10-28 00:00:00.0000000
49678,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,59,2671,0,1,0,0,0,0,0,1,0,0,295,275,0,11166,1961,2013-02-02 00:00:00.0000000
51411,1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,67,2558,0,0,1,0,0,0,0,0,0,1,17,16,0,73,1953,2013-05-26 00:00:00.0000000
51650,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,44,2208,0,1,0,0,0,0,0,0,0,1,184,177,0,7698,1976,2014-05-11 00:00:00.0000000
54132,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,2292,0,0,0,1,0,0,0,0,0,1,39,36,0,5229,1969,2014-02-16 00:00:00.0000000
55249,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,64,2232,0,0,0,1,0,0,0,0,1,0,119,108,0,4174,1956,2014-04-17 00:00:00.0000000
55260,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,3,11,0,48,2723,0,0,1,0,0,0,0,0,0,1,897,655,0,9224,1972,2012-12-12 00:00:00.0000000
56937,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,39,2853,0,0,0,1,0,0,0,0,0,1,898,890,1,564,1981,2012-08-04 00:00:00.0000000
58025,0,1,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,3,11,0,41,2374,0,1,0,0,0,0,0,1,0,0,448,426,0,6261,1979,2013-11-26 00:00:00.0000000
59304,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,56,2494,0,1,0,0,0,0,0,0,0,1,1038,1028,0,9153,1964,2013-07-29 00:00:00.0000000
60482,0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,3,11,0,44,2681,0,0,1,0,0,0,0,0,1,0,483,459,0,6257,1976,2013-01-23 00:00:00.0000000
60491,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,3,11,0,49,2455,0,1,0,0,0,0,0,0,0,1,952,876,0,17,1971,2013-09-06 00:00:00.0000000
61872,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,3,11,0,50,2357,0,1,0,0,0,0,0,0,1,0,557,541,0,310,1970,2013-12-13 00:00:00.0000000
64504,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,1,67,2641,0,0,0,1,0,0,0,0,0,1,1206,1098,0,6059,1953,2013-03-04 00:00:00.0000000
64813,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,0,42,2337,0,1,0,0,0,0,0,1,0,0,693,641,0,7732,1978,2014-01-02 00:00:00.0000000
67369,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,51,2748,0,0,0,0,1,0,0,0,1,0,1419,1377,2,8732,1969,2012-11-17 00:00:00.0000000
68743,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,53,2827,1,0,0,0,0,0,0,1,0,0,1959,1844,0,4910,1967,2012-08-30 00:00:00.0000000
